ID,State,Sex,Age_Group,COVID_Deaths,Pneumonia_Deaths,Pneumonia_COVID_Deaths,Influenza_Deaths,Pneumonia_Influenza_COVID_Deaths
1,Georgia,Female,40-49,25,17,12,0,30
1,Georgia,Female,50-64,156,122,92,,187
1,Georgia,Female,65-74,212,158,123,,248
1,Georgia,Female,75-84,258,189,151,0,296
1,Georgia,Male,0-17,0,,0,0,
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,,,,0,
1,Georgia,Male,40-49,17,18,10,0,25
1,Georgia,Male,50-64,100,90,60,0,130
1,Georgia,Male,65-74,132,126,76,0,182
1,Georgia,Male,75-84,111,101,64,0,148
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,11,,,0,16
1,Georgia,Female,40-49,23,19,10,0,32
1,Georgia,Female,50-64,72,70,40,0,102
1,Georgia,Female,65-74,88,93,58,0,123
1,Georgia,Female,75-84,101,93,57,,137
1,Georgia,Male,0-17,0,0,0,,
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,,,,0,
1,Georgia,Male,40-49,,13,,0,16
1,Georgia,Male,50-64,72,63,29,0,106
1,Georgia,Male,65-74,65,86,39,0,112
1,Georgia,Male,75-84,91,88,48,0,131
1,Georgia,Female,0-17,,0,0,0,
1,Georgia,Female,18-29,0,0,0,0,0
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,13,,,0,16
1,Georgia,Female,50-64,72,56,35,0,93
1,Georgia,Female,65-74,56,70,29,0,97
1,Georgia,Female,75-84,58,73,28,0,103
1,Georgia,Male,0-17,,0,0,0,
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,,,,0,13
1,Georgia,Male,40-49,,11,,0,15
1,Georgia,Male,50-64,62,59,30,0,91
1,Georgia,Male,65-74,57,78,32,0,103
1,Georgia,Male,75-84,38,65,19,0,84
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,,10,,0,14
1,Georgia,Female,50-64,51,54,32,0,73
1,Georgia,Female,65-74,48,54,25,0,77
1,Georgia,Female,75-84,35,56,22,0,69
1,Georgia,Male,0-17,0,,0,0,
1,Georgia,Male,18-29,0,,0,0,
1,Georgia,Male,30-39,,,0,0,
1,Georgia,Male,40-49,,,,0,10
1,Georgia,Male,50-64,39,60,28,0,71
1,Georgia,Male,65-74,31,64,16,,80
1,Georgia,Male,75-84,23,58,12,,70
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,0,0,0,0,0
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,,,,0,
1,Georgia,Female,50-64,36,56,20,0,72
1,Georgia,Female,65-74,26,54,14,0,66
1,Georgia,Female,75-84,18,45,,0,57
1,Georgia,Male,0-17,0,0,0,0,0
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,,,,0,
1,Georgia,Male,40-49,11,13,,0,15
1,Georgia,Male,50-64,51,77,28,0,100
1,Georgia,Male,65-74,49,66,27,0,88
1,Georgia,Male,75-84,31,57,17,0,71
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,,,,0,12
1,Georgia,Female,50-64,36,52,18,0,70
1,Georgia,Female,65-74,26,49,15,0,60
1,Georgia,Female,75-84,36,61,18,0,79
1,Georgia,Male,0-17,,,,0,
1,Georgia,Male,18-29,26,12,,0,29
1,Georgia,Male,30-39,70,38,36,0,72
1,Georgia,Male,40-49,146,88,74,0,160
1,Georgia,Male,50-64,471,311,269,0,513
1,Georgia,Male,65-74,338,246,196,,388
1,Georgia,Male,75-84,277,209,162,0,324
1,Georgia,Female,0-17,,,,0,
1,Georgia,Female,18-29,21,10,,0,22
1,Georgia,Female,30-39,65,34,31,0,68
1,Georgia,Female,40-49,119,65,59,0,125
1,Georgia,Female,50-64,375,234,201,0,408
1,Georgia,Female,65-74,298,216,174,,341
1,Georgia,Female,75-84,226,174,131,,269
1,Georgia,Male,0-17,,,,0,
1,Georgia,Male,18-29,36,19,19,0,36
1,Georgia,Male,30-39,89,57,53,,93
1,Georgia,Male,40-49,244,144,137,0,251
1,Georgia,Male,50-64,687,469,424,0,732
1,Georgia,Male,65-74,511,382,323,,571
1,Georgia,Male,75-84,340,254,204,,391
1,Georgia,Female,0-17,,,0,0,
1,Georgia,Female,18-29,32,21,18,0,35
1,Georgia,Female,30-39,81,45,41,0,85
1,Georgia,Female,40-49,151,108,103,0,156
1,Georgia,Female,50-64,495,336,309,,523
1,Georgia,Female,65-74,427,287,257,0,457
1,Georgia,Female,75-84,355,257,213,,400
1,Georgia,Male,0-17,0,,0,0,
1,Georgia,Male,18-29,14,,,0,15
1,Georgia,Male,30-39,34,20,17,0,37
1,Georgia,Male,40-49,80,64,53,0,91
1,Georgia,Male,50-64,278,210,179,,309
1,Georgia,Male,65-74,219,172,135,0,256
1,Georgia,Male,75-84,138,131,78,0,191
1,Georgia,Female,0-17,,,,,
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,38,23,22,0,39
1,Georgia,Female,40-49,57,35,35,0,57
1,Georgia,Female,50-64,202,147,121,0,228
1,Georgia,Female,65-74,197,169,134,0,232
1,Georgia,Female,75-84,148,145,99,,197
1,Georgia,Male,0-17,,,0,0,
1,Georgia,Male,18-29,,,,,
1,Georgia,Male,30-39,11,,,0,16
1,Georgia,Male,40-49,25,22,16,0,31
1,Georgia,Male,50-64,102,87,50,0,139
1,Georgia,Male,65-74,78,83,44,,119
1,Georgia,Male,75-84,76,94,42,0,128
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,17,15,10,0,22
1,Georgia,Female,50-64,61,68,40,0,89
1,Georgia,Female,65-74,53,67,31,0,89
1,Georgia,Female,75-84,55,74,30,,99
1,Georgia,Male,0-17,,,,0,
1,Georgia,Male,18-29,,,,,
1,Georgia,Male,30-39,15,13,,0,20
1,Georgia,Male,40-49,25,20,14,0,31
1,Georgia,Male,50-64,89,90,44,0,135
1,Georgia,Male,65-74,90,105,52,,146
1,Georgia,Male,75-84,75,100,40,,137
1,Georgia,Female,0-17,,,0,0,
1,Georgia,Female,18-29,,,,0,10
1,Georgia,Female,30-39,11,11,,0,16
1,Georgia,Female,40-49,19,18,,0,30
1,Georgia,Female,50-64,56,58,27,,90
1,Georgia,Female,65-74,72,72,39,,107
1,Georgia,Female,75-84,66,85,35,0,116
1,Georgia,Male,0-17,,,,,
1,Georgia,Male,18-29,,,,0,11
1,Georgia,Male,30-39,33,18,13,0,38
1,Georgia,Male,40-49,52,29,22,0,59
1,Georgia,Male,50-64,278,188,145,,324
1,Georgia,Male,65-74,404,255,201,,459
1,Georgia,Male,75-84,378,269,211,,441
1,Georgia,Female,0-17,,,0,0,
1,Georgia,Female,18-29,,,,0,13
1,Georgia,Female,30-39,23,12,,0,26
1,Georgia,Female,40-49,36,28,19,0,45
1,Georgia,Female,50-64,238,152,122,,268
1,Georgia,Female,65-74,236,176,132,,282
1,Georgia,Female,75-84,318,224,163,,383
1,Georgia,Male,0-17,,,0,0,
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,15,11,,0,18
1,Georgia,Male,40-49,40,26,18,0,48
1,Georgia,Male,50-64,186,128,96,,219
1,Georgia,Male,65-74,274,203,156,,321
1,Georgia,Male,75-84,274,214,151,,339
1,Georgia,Female,0-17,,,0,0,
1,Georgia,Female,18-29,,,0,0,
1,Georgia,Female,30-39,10,,,0,12
1,Georgia,Female,40-49,21,21,14,0,28
1,Georgia,Female,50-64,140,97,70,,167
1,Georgia,Female,65-74,192,136,108,0,220
1,Georgia,Female,75-84,215,145,99,,263
1,Georgia,Male,0-17,,,,0,
1,Georgia,Male,18-29,,,0,0,
1,Georgia,Male,30-39,,,,0,
1,Georgia,Male,40-49,13,11,,0,17
1,Georgia,Male,50-64,50,59,24,,86
1,Georgia,Male,65-74,77,89,43,0,123
1,Georgia,Male,75-84,83,100,46,,138
1,Georgia,Female,0-17,,,0,0,
1,Georgia,Female,18-29,,,0,0,
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,,,,0,
1,Georgia,Female,50-64,51,47,24,0,74
1,Georgia,Female,65-74,56,61,28,0,89
1,Georgia,Female,75-84,55,68,21,,103
1,Georgia,Male,0-17,0,0,0,0,0
1,Georgia,Male,18-29,,,0,0,
1,Georgia,Male,30-39,,,,0,
1,Georgia,Male,40-49,,,,0,10
1,Georgia,Male,50-64,20,47,,,62
1,Georgia,Male,65-74,30,57,,,81
1,Georgia,Male,75-84,22,58,,,77
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,,,0,0,
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,,,0,0,
1,Georgia,Female,50-64,15,24,,,34
1,Georgia,Female,65-74,20,37,,0,51
1,Georgia,Female,75-84,27,38,10,0,55
1,Georgia,Male,0-17,0,,0,0,
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,,0,0,0,
1,Georgia,Male,40-49,,11,,0,12
1,Georgia,Male,50-64,14,37,,,51
1,Georgia,Male,65-74,,40,,,46
1,Georgia,Male,75-84,20,55,,,70
1,Georgia,Female,0-17,,,0,0,
1,Georgia,Female,18-29,,,0,0,
1,Georgia,Female,30-39,,,0,0,
1,Georgia,Female,40-49,,,,0,
1,Georgia,Female,50-64,,27,,,33
1,Georgia,Female,65-74,12,34,,0,43
1,Georgia,Female,75-84,17,48,,0,57
1,Georgia,Male,0-17,,,0,0,
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,,,,0,
1,Georgia,Male,40-49,,,0,0,
1,Georgia,Male,50-64,22,32,,0,47
1,Georgia,Male,65-74,25,57,11,0,71
1,Georgia,Male,75-84,27,72,13,0,86
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,,,0,0,
1,Georgia,Female,30-39,0,,0,0,
1,Georgia,Female,40-49,,,0,0,
1,Georgia,Female,50-64,17,38,,0,49
1,Georgia,Female,65-74,18,42,10,,53
1,Georgia,Female,75-84,25,53,,,71
1,Georgia,Male,0-17,,0,0,0,
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,,,,,
1,Georgia,Male,40-49,,,,,15
1,Georgia,Male,50-64,31,50,,,76
1,Georgia,Male,65-74,56,56,19,,93
1,Georgia,Male,75-84,85,77,25,0,137
1,Georgia,Female,0-17,,,,0,
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,,,0,0,
1,Georgia,Female,40-49,10,,,0,15
1,Georgia,Female,50-64,23,31,,0,47
1,Georgia,Female,65-74,34,55,13,0,76
1,Georgia,Female,75-84,43,58,15,0,86
1,Georgia,Male,0-17,,,,,
1,Georgia,Male,18-29,0,,0,0,
1,Georgia,Male,30-39,,,0,0,
1,Georgia,Male,40-49,,,,0,10
1,Georgia,Male,50-64,41,51,,0,83
1,Georgia,Male,65-74,68,56,21,0,103
1,Georgia,Male,75-84,74,79,29,0,124
1,Georgia,Female,0-17,,,,0,
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,,0,0,0,
1,Georgia,Female,40-49,,,0,0,16
1,Georgia,Female,50-64,33,31,,,59
1,Georgia,Female,65-74,55,57,16,0,96
1,Georgia,Female,75-84,77,74,27,0,124
1,Georgia,Male,0-17,0,,0,0,
1,Georgia,Male,18-29,,,0,0,
1,Georgia,Male,30-39,,,0,0,
1,Georgia,Male,40-49,,,,0,14
1,Georgia,Male,50-64,20,32,,0,45
1,Georgia,Male,65-74,51,74,21,0,104
1,Georgia,Male,75-84,56,67,15,0,108
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,,,0,0,
1,Georgia,Female,30-39,0,,0,0,
1,Georgia,Female,40-49,,,,0,10
1,Georgia,Female,50-64,19,30,,0,43
1,Georgia,Female,65-74,33,44,14,0,63
1,Georgia,Female,75-84,43,51,14,,82
1,Georgia,Male,0-17,0,0,0,0,0
1,Georgia,Male,18-29,,,0,,
1,Georgia,Male,30-39,,10,0,,12
1,Georgia,Male,40-49,,,0,0,11
1,Georgia,Male,50-64,13,40,,0,50
1,Georgia,Male,65-74,40,63,12,,96
1,Georgia,Male,75-84,39,65,13,,96
1,Georgia,Female,0-17,,,,,
1,Georgia,Female,18-29,0,0,0,,
1,Georgia,Female,30-39,,,,0,
1,Georgia,Female,40-49,,,0,0,10
1,Georgia,Female,50-64,18,28,,,46
1,Georgia,Female,65-74,17,50,10,0,57
1,Georgia,Female,75-84,32,53,,,83
1,Georgia,Male,0-17,,0,0,,
1,Georgia,Male,18-29,0,,0,0,
1,Georgia,Male,30-39,,,,0,
1,Georgia,Male,40-49,0,,0,0,
1,Georgia,Male,50-64,17,50,,,70
1,Georgia,Male,65-74,22,56,10,,72
1,Georgia,Male,75-84,26,59,,,84
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,0,,0,0,
1,Georgia,Female,30-39,0,,0,,
1,Georgia,Female,40-49,,,0,0,
1,Georgia,Female,50-64,11,22,,,38
1,Georgia,Female,65-74,18,47,,,65
1,Georgia,Female,75-84,31,60,,,89
1,Georgia,Male,0-17,0,0,0,0,0
1,Georgia,Male,18-29,,,0,,
1,Georgia,Male,30-39,,,0,,
1,Georgia,Male,40-49,,10,,,14
1,Georgia,Male,50-64,17,59,,,72
1,Georgia,Male,65-74,45,75,15,,111
1,Georgia,Male,75-84,58,97,22,,137
1,Georgia,Female,0-17,,,0,0,
1,Georgia,Female,18-29,,0,0,,
1,Georgia,Female,30-39,,,0,,
1,Georgia,Female,40-49,,,,0,
1,Georgia,Female,50-64,17,37,,,55
1,Georgia,Female,65-74,27,44,10,,69
1,Georgia,Female,75-84,43,65,15,,97
1,Georgia,Male,0-17,,0,0,0,
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,,,0,0,
1,Georgia,Male,40-49,,13,,,18
1,Georgia,Male,50-64,27,57,11,,79
1,Georgia,Male,65-74,51,69,19,,106
1,Georgia,Male,75-84,68,92,25,,138
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,,,,0,
1,Georgia,Female,30-39,,,0,0,
1,Georgia,Female,40-49,,,,0,12
1,Georgia,Female,50-64,29,34,,,61
1,Georgia,Female,65-74,50,81,29,,108
1,Georgia,Female,75-84,62,88,27,,127
1,Georgia,Male,0-17,,,0,0,
1,Georgia,Male,18-29,0,,0,0,
1,Georgia,Male,30-39,,,0,0,
1,Georgia,Male,40-49,,,,0,
1,Georgia,Male,50-64,27,47,,,66
1,Georgia,Male,65-74,36,75,18,0,93
1,Georgia,Male,75-84,53,79,18,,116
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,0,,0,0,
1,Georgia,Female,30-39,,,,,
1,Georgia,Female,40-49,,,,,
1,Georgia,Female,50-64,14,36,,,48
1,Georgia,Female,65-74,19,39,,,51
1,Georgia,Female,75-84,41,61,10,,94
1,Georgia,Male,0-17,,0,0,0,
1,Georgia,Male,18-29,,,,0,
1,Georgia,Male,30-39,,,0,0,10
1,Georgia,Male,40-49,,,0,0,
1,Georgia,Male,50-64,15,34,,,43
1,Georgia,Male,65-74,20,59,,0,72
1,Georgia,Male,75-84,34,68,19,,83
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,0,,0,0,
1,Georgia,Female,30-39,,,0,0,
1,Georgia,Female,40-49,,,,0,
1,Georgia,Female,50-64,11,31,,0,40
1,Georgia,Female,65-74,19,45,,0,55
1,Georgia,Female,75-84,29,51,,,74
1,Georgia,Male,0-17,,,0,,
1,Georgia,Male,18-29,0,,0,0,
1,Georgia,Male,30-39,0,,0,0,
1,Georgia,Male,40-49,,,0,0,
1,Georgia,Male,50-64,11,30,,0,38
1,Georgia,Male,65-74,,46,,,54
1,Georgia,Male,75-84,15,55,,,64
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,0,0,0,0,0
1,Georgia,Female,30-39,0,,0,0,
1,Georgia,Female,40-49,,,,0,
1,Georgia,Female,50-64,,32,,0,34
1,Georgia,Female,65-74,17,37,,,51
1,Georgia,Female,75-84,21,46,,,61
1,Georgia,Male,0-17,,0,0,0,
1,Georgia,Male,18-29,,,0,0,
1,Georgia,Male,30-39,0,,0,0,
1,Georgia,Male,40-49,,,0,0,
1,Georgia,Male,50-64,,42,0,0,48
1,Georgia,Male,65-74,10,58,,,66
1,Georgia,Male,75-84,17,72,,0,84
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,0,0,0,0,0
1,Georgia,Female,30-39,,,0,0,
1,Georgia,Female,40-49,,,0,0,
1,Georgia,Female,50-64,,25,,0,28
1,Georgia,Female,65-74,,45,,,53
1,Georgia,Female,75-84,17,55,,,68
1,Georgia,Male,0-17,,,,0,
1,Georgia,Male,18-29,0,0,0,0,0
1,Georgia,Male,30-39,0,,0,0,
1,Georgia,Male,40-49,0,,0,0,
1,Georgia,Male,50-64,,20,0,0,23
1,Georgia,Male,65-74,11,56,,,65
1,Georgia,Male,75-84,,42,,0,47
1,Georgia,Female,0-17,0,,0,0,
1,Georgia,Female,18-29,0,,0,0,
1,Georgia,Female,30-39,0,,0,0,
1,Georgia,Female,40-49,0,,0,0,
1,Georgia,Female,50-64,,29,,0,35
1,Georgia,Female,65-74,,38,,0,40
1,Georgia,Female,75-84,,44,,0,48
1,Georgia,Male,0-17,0,,0,0,
1,Georgia,Male,18-29,0,,0,0,
1,Georgia,Male,30-39,0,,0,0,
1,Georgia,Male,40-49,0,10,0,0,10
1,Georgia,Male,50-64,,34,,0,37
1,Georgia,Male,65-74,,39,,,46
1,Georgia,Male,75-84,14,45,,0,51
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,,0,0,0,
1,Georgia,Female,30-39,,,0,0,
1,Georgia,Female,40-49,,,0,0,
1,Georgia,Female,50-64,,20,,,23
1,Georgia,Female,65-74,,34,,0,38
1,Georgia,Female,75-84,11,44,,,52
1,Georgia,Male,0-17,0,0,0,0,0
1,Georgia,Male,18-29,,,0,0,
1,Georgia,Male,30-39,,,,0,
1,Georgia,Male,40-49,,,0,0,
1,Georgia,Male,50-64,,28,,,33
1,Georgia,Male,65-74,15,44,,0,50
1,Georgia,Male,75-84,29,53,14,0,68
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,,,0,0,
1,Georgia,Female,30-39,0,,0,0,
1,Georgia,Female,40-49,,,0,,
1,Georgia,Female,50-64,,23,,0,28
1,Georgia,Female,65-74,,22,,0,24
1,Georgia,Female,75-84,22,53,10,0,65
1,Georgia,Male,0-17,0,0,0,0,0
1,Georgia,Male,18-29,0,0,0,0,0
1,Georgia,Male,30-39,,,0,0,
1,Georgia,Male,40-49,,,0,0,
1,Georgia,Male,50-64,,,,0,10
1,Georgia,Male,65-74,11,26,,0,34
1,Georgia,Male,75-84,18,24,,0,36
1,Georgia,Female,0-17,0,0,0,0,0
1,Georgia,Female,18-29,0,0,0,0,0
1,Georgia,Female,30-39,0,,0,0,
1,Georgia,Female,40-49,0,,0,,
1,Georgia,Female,50-64,,,,0,12
1,Georgia,Female,65-74,,17,,,24
1,Georgia,Female,75-84,10,15,,0,20
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,0,,0,0,
1,New Jersey,Male,30-39,0,0,0,,
1,New Jersey,Male,40-49,0,,0,,
1,New Jersey,Male,50-64,0,31,0,,35
1,New Jersey,Male,65-74,0,32,0,,36
1,New Jersey,Male,75-84,0,69,0,,72
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,0,0,0,0,0
1,New Jersey,Female,30-39,0,,0,,
1,New Jersey,Female,40-49,0,,0,,
1,New Jersey,Female,50-64,0,13,0,,15
1,New Jersey,Female,65-74,0,34,0,,36
1,New Jersey,Female,75-84,0,57,0,0,57
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,0,,0,0,
1,New Jersey,Male,30-39,0,,0,0,
1,New Jersey,Male,40-49,0,,0,,
1,New Jersey,Male,50-64,0,22,0,,27
1,New Jersey,Male,65-74,0,34,0,,40
1,New Jersey,Male,75-84,0,46,0,,54
1,New Jersey,Female,0-17,0,,0,,
1,New Jersey,Female,18-29,0,0,0,0,0
1,New Jersey,Female,30-39,0,0,0,,
1,New Jersey,Female,40-49,0,,0,0,
1,New Jersey,Female,50-64,0,14,0,0,14
1,New Jersey,Female,65-74,0,27,0,,28
1,New Jersey,Female,75-84,0,42,0,,46
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,13,17,13,0,17
1,New Jersey,Male,40-49,18,16,,,28
1,New Jersey,Male,50-64,100,78,44,,139
1,New Jersey,Male,65-74,75,89,33,,134
1,New Jersey,Male,75-84,100,134,55,,185
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,,,0,
1,New Jersey,Female,30-39,,,,,10
1,New Jersey,Female,40-49,,,,0,
1,New Jersey,Female,50-64,34,43,16,,64
1,New Jersey,Female,65-74,53,73,30,,98
1,New Jersey,Female,75-84,79,113,42,,155
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,24,,,0,24
1,New Jersey,Male,30-39,82,36,35,,85
1,New Jersey,Male,40-49,234,119,106,0,247
1,New Jersey,Male,50-64,986,582,499,,1070
1,New Jersey,Male,65-74,1080,635,537,,1180
1,New Jersey,Male,75-84,1312,766,662,,1417
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,10,,,0,11
1,New Jersey,Female,30-39,24,11,,0,26
1,New Jersey,Female,40-49,66,36,34,0,68
1,New Jersey,Female,50-64,424,251,212,,464
1,New Jersey,Female,65-74,627,328,288,,667
1,New Jersey,Female,75-84,1082,632,532,,1184
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,30,16,13,,34
1,New Jersey,Male,40-49,70,44,36,,79
1,New Jersey,Male,50-64,370,223,198,0,395
1,New Jersey,Male,65-74,443,288,245,0,486
1,New Jersey,Male,75-84,414,273,219,0,468
1,New Jersey,Female,0-17,,,0,0,
1,New Jersey,Female,18-29,,,,0,
1,New Jersey,Female,30-39,11,,,0,12
1,New Jersey,Female,40-49,24,12,,0,27
1,New Jersey,Female,50-64,179,100,84,0,195
1,New Jersey,Female,65-74,255,173,138,0,290
1,New Jersey,Female,75-84,418,247,204,0,461
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,0,0,
1,New Jersey,Male,30-39,,,,0,
1,New Jersey,Male,40-49,17,,,0,19
1,New Jersey,Male,50-64,92,66,43,0,115
1,New Jersey,Male,65-74,109,82,51,0,140
1,New Jersey,Male,75-84,76,83,40,0,119
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,,0,0,
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,10,,,0,13
1,New Jersey,Female,50-64,41,43,22,,63
1,New Jersey,Female,65-74,64,57,37,0,84
1,New Jersey,Female,75-84,118,98,64,0,152
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,,,0,0,
1,New Jersey,Male,40-49,,,,0,
1,New Jersey,Male,50-64,53,50,29,0,74
1,New Jersey,Male,65-74,38,48,15,0,71
1,New Jersey,Male,75-84,49,66,23,0,92
1,New Jersey,Female,0-17,0,,0,0,
1,New Jersey,Female,18-29,,0,0,0,
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,0,,0,0,
1,New Jersey,Female,50-64,20,25,,0,38
1,New Jersey,Female,65-74,26,28,11,0,43
1,New Jersey,Female,75-84,31,42,13,0,60
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,0,,0,0,
1,New Jersey,Male,40-49,,,,0,
1,New Jersey,Male,50-64,18,27,,0,39
1,New Jersey,Male,65-74,24,45,13,0,56
1,New Jersey,Male,75-84,22,44,,0,57
1,New Jersey,Female,0-17,,,,0,
1,New Jersey,Female,18-29,0,,0,0,
1,New Jersey,Female,30-39,,,0,0,
1,New Jersey,Female,40-49,,,,0,
1,New Jersey,Female,50-64,11,17,,0,25
1,New Jersey,Female,65-74,,23,,0,26
1,New Jersey,Female,75-84,30,46,,0,68
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,0,0,0,0,0
1,New Jersey,Male,30-39,,,,0,
1,New Jersey,Male,40-49,,,0,0,
1,New Jersey,Male,50-64,19,37,,0,49
1,New Jersey,Male,65-74,18,47,12,0,53
1,New Jersey,Male,75-84,26,57,14,0,69
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,0,0,0,0,0
1,New Jersey,Female,30-39,,,0,0,
1,New Jersey,Female,40-49,,,,0,
1,New Jersey,Female,50-64,,14,,0,17
1,New Jersey,Female,65-74,10,24,,0,29
1,New Jersey,Female,75-84,13,35,,0,41
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,0,,0,0,
1,New Jersey,Male,30-39,,,0,0,
1,New Jersey,Male,40-49,,11,,0,12
1,New Jersey,Male,50-64,29,32,,0,52
1,New Jersey,Male,65-74,36,65,17,0,84
1,New Jersey,Male,75-84,27,54,14,0,67
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,,0,0,
1,New Jersey,Female,30-39,,,0,0,
1,New Jersey,Female,40-49,,,0,0,
1,New Jersey,Female,50-64,19,17,,0,28
1,New Jersey,Female,65-74,22,26,,0,40
1,New Jersey,Female,75-84,36,49,18,0,67
1,New Jersey,Male,0-17,0,,0,0,
1,New Jersey,Male,18-29,,,0,0,
1,New Jersey,Male,30-39,11,,,0,12
1,New Jersey,Male,40-49,21,21,13,0,29
1,New Jersey,Male,50-64,102,90,63,0,129
1,New Jersey,Male,65-74,129,104,68,0,165
1,New Jersey,Male,75-84,170,124,85,0,209
1,New Jersey,Female,0-17,,,0,0,
1,New Jersey,Female,18-29,,,,0,
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,,,0,0,
1,New Jersey,Female,50-64,56,44,31,0,69
1,New Jersey,Female,65-74,69,61,39,0,91
1,New Jersey,Female,75-84,91,86,53,0,124
1,New Jersey,Male,0-17,,0,0,0,
1,New Jersey,Male,18-29,,,,0,
1,New Jersey,Male,30-39,14,12,,0,18
1,New Jersey,Male,40-49,39,28,20,0,47
1,New Jersey,Male,50-64,232,149,115,0,266
1,New Jersey,Male,65-74,353,226,201,,378
1,New Jersey,Male,75-84,395,293,238,0,450
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,,,0,
1,New Jersey,Female,30-39,,,,0,
1,New Jersey,Female,40-49,23,16,13,0,26
1,New Jersey,Female,50-64,119,85,68,0,136
1,New Jersey,Female,65-74,168,112,86,0,194
1,New Jersey,Female,75-84,285,208,157,0,336
1,New Jersey,Male,0-17,0,0,0,0,0
1,New Jersey,Male,18-29,,,,0,11
1,New Jersey,Male,30-39,18,11,,0,20
1,New Jersey,Male,40-49,40,25,22,0,43
1,New Jersey,Male,50-64,229,153,128,0,254
1,New Jersey,Male,65-74,334,234,191,0,377
1,New Jersey,Male,75-84,394,260,215,0,439
1,New Jersey,Female,0-17,0,0,0,0,0
1,New Jersey,Female,18-29,,,,0,
