ID,State,Sex,Age_Group,COVID_Deaths,Pneumonia_Deaths,Pneumonia_COVID_Deaths,Influenza_Deaths,Pneumonia_Influenza_COVID_Deaths
1,District of Columbia,Male,75-84,,,,0,12
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,,,0,
1,District of Columbia,Female,40-49,,,0,0,
1,District of Columbia,Female,50-64,10,13,,0,15
1,District of Columbia,Female,65-74,,,,0,11
1,District of Columbia,Female,75-84,,,,0,
1,District of Columbia,Male,0-17,,0,0,0,
1,District of Columbia,Male,18-29,,,,0,
1,District of Columbia,Male,30-39,0,0,0,0,0
1,District of Columbia,Male,40-49,0,0,0,0,0
1,District of Columbia,Male,50-64,,12,,0,14
1,District of Columbia,Male,65-74,,11,,0,13
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,0,0,0,
1,District of Columbia,Female,40-49,0,,0,0,
1,District of Columbia,Female,50-64,11,11,,0,13
1,District of Columbia,Female,65-74,,,,0,10
1,District of Columbia,Female,75-84,,,,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,,,,0,
1,District of Columbia,Male,40-49,,,,0,
1,District of Columbia,Male,50-64,,,,0,
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,0,,0,0,
1,District of Columbia,Female,0-17,0,,0,0,
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,,,,0,
1,District of Columbia,Female,50-64,,,,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,0,,0,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,,,,0,
1,District of Columbia,Male,40-49,,,,0,
1,District of Columbia,Male,50-64,,,,0,
1,District of Columbia,Male,65-74,0,,0,0,
1,District of Columbia,Male,75-84,,,0,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,,,0,
1,District of Columbia,Female,40-49,0,0,0,0,0
1,District of Columbia,Female,50-64,,,,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,,0,
1,District of Columbia,Male,0-17,,,0,0,
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,,0,0,
1,District of Columbia,Male,40-49,,,,0,
1,District of Columbia,Male,50-64,11,14,,0,17
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,,0,0,
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,0,0,0,
1,District of Columbia,Female,40-49,,,,0,
1,District of Columbia,Female,50-64,,,,0,11
1,District of Columbia,Female,65-74,,,,0,10
1,District of Columbia,Female,75-84,,,,0,
1,District of Columbia,Male,0-17,,0,0,0,
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,,,,0,
1,District of Columbia,Male,40-49,,,0,0,
1,District of Columbia,Male,50-64,,,,0,
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,,,0,
1,District of Columbia,Female,40-49,,0,0,0,
1,District of Columbia,Female,50-64,,10,,0,10
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,,,,0,
1,District of Columbia,Male,40-49,,,,0,
1,District of Columbia,Male,50-64,,,,0,10
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,,,0,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,,0,0,
1,District of Columbia,Female,30-39,,,,0,
1,District of Columbia,Female,40-49,0,0,0,0,0
1,District of Columbia,Female,50-64,,10,,0,10
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,0,0,0,0
1,District of Columbia,Male,40-49,,,,0,
1,District of Columbia,Male,50-64,,,,0,
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,,,,0,
1,District of Columbia,Female,50-64,,,,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,,,,0,
1,District of Columbia,Male,40-49,0,,0,0,
1,District of Columbia,Male,50-64,10,,,0,12
1,District of Columbia,Male,65-74,,,,0,12
1,District of Columbia,Male,75-84,11,11,,0,16
1,District of Columbia,Female,0-17,0,,0,0,
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,,,0,
1,District of Columbia,Female,40-49,,,,0,
1,District of Columbia,Female,50-64,,10,,0,10
1,District of Columbia,Female,65-74,10,16,10,0,16
1,District of Columbia,Female,75-84,,,,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,,,,0,
1,District of Columbia,Male,30-39,,,,0,
1,District of Columbia,Male,40-49,,,,0,
1,District of Columbia,Male,50-64,32,27,26,0,33
1,District of Columbia,Male,65-74,34,23,22,0,35
1,District of Columbia,Male,75-84,16,18,10,0,24
1,District of Columbia,Female,0-17,,,,0,
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,,,0,
1,District of Columbia,Female,40-49,,,,0,
1,District of Columbia,Female,50-64,21,15,13,0,23
1,District of Columbia,Female,65-74,20,16,12,0,24
1,District of Columbia,Female,75-84,20,20,14,0,26
1,District of Columbia,Male,0-17,,0,0,0,
1,District of Columbia,Male,18-29,0,,0,0,
1,District of Columbia,Male,30-39,0,,0,0,
1,District of Columbia,Male,40-49,,,0,0,
1,District of Columbia,Male,50-64,11,,,0,13
1,District of Columbia,Male,65-74,14,13,,0,19
1,District of Columbia,Male,75-84,11,11,,0,16
1,District of Columbia,Female,0-17,,,,0,
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,,,0,
1,District of Columbia,Female,40-49,,0,0,0,
1,District of Columbia,Female,50-64,,,,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,,0,0,
1,District of Columbia,Male,40-49,0,0,0,0,0
1,District of Columbia,Male,50-64,,10,,0,12
1,District of Columbia,Male,65-74,,,,0,10
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,,0,0,
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,,,,0,
1,District of Columbia,Female,50-64,,,,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,0,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,0,0,0,0
1,District of Columbia,Male,40-49,0,0,0,0,0
1,District of Columbia,Male,50-64,,,0,0,
1,District of Columbia,Male,65-74,,,0,0,
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,,,0,
1,District of Columbia,Female,40-49,0,,0,0,
1,District of Columbia,Female,50-64,0,,0,0,
1,District of Columbia,Female,65-74,,,0,0,
1,District of Columbia,Female,75-84,,,0,0,
1,District of Columbia,Male,0-17,,0,0,0,
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,,0,0,
1,District of Columbia,Male,40-49,,,0,0,
1,District of Columbia,Male,50-64,,,,0,
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,0,,0,0,
1,District of Columbia,Female,50-64,,,,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,0,,0,0,
1,District of Columbia,Male,0-17,0,,0,0,
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,,0,0,
1,District of Columbia,Male,40-49,0,0,0,0,0
1,District of Columbia,Male,50-64,,,,0,
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,,,0,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,,,0,
1,District of Columbia,Female,40-49,0,0,0,0,0
1,District of Columbia,Female,50-64,,,,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,0,,0,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,,0,0,
1,District of Columbia,Male,40-49,,0,0,0,
1,District of Columbia,Male,50-64,,,0,0,
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,0,0,0,0,0
1,District of Columbia,Female,50-64,,,,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,,0,0,0,
1,District of Columbia,Male,30-39,0,,0,0,
1,District of Columbia,Male,40-49,0,,0,0,
1,District of Columbia,Male,50-64,,,,0,
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,,,,0,
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,0,0,0,0,0
1,District of Columbia,Female,50-64,,,0,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,,0,
1,District of Columbia,Male,0-17,,,,0,
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,0,0,0,0
1,District of Columbia,Male,40-49,0,0,0,0,0
1,District of Columbia,Male,50-64,0,,0,0,
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,,,0,0,10
1,District of Columbia,Female,0-17,0,,0,0,
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,0,0,0,0,0
1,District of Columbia,Female,50-64,0,,0,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,0,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,,0,0,
1,District of Columbia,Male,40-49,0,,0,0,
1,District of Columbia,Male,50-64,,,,0,
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,0,,0,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,,,0,0,
1,District of Columbia,Female,50-64,0,,0,0,
1,District of Columbia,Female,65-74,0,,0,0,
1,District of Columbia,Female,75-84,,,0,0,
1,District of Columbia,Male,0-17,,0,0,0,
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,0,0,0,0
1,District of Columbia,Male,40-49,,,,,
1,District of Columbia,Male,50-64,,,0,0,
1,District of Columbia,Male,65-74,,,0,,
1,District of Columbia,Male,75-84,0,,0,0,
1,District of Columbia,Female,0-17,0,,0,0,
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,0,,0,,
1,District of Columbia,Female,50-64,,,,,
1,District of Columbia,Female,65-74,,10,,,12
1,District of Columbia,Female,75-84,,,0,,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,,0,0,
1,District of Columbia,Male,30-39,0,0,0,0,0
1,District of Columbia,Male,40-49,0,0,0,,
1,District of Columbia,Male,50-64,,,,,10
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,,0,0,
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,,0,0,0,
1,District of Columbia,Female,50-64,0,,0,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,,,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,,,0,0,
1,District of Columbia,Male,40-49,0,,0,0,
1,District of Columbia,Male,50-64,,,,,
1,District of Columbia,Male,65-74,,11,,0,11
1,District of Columbia,Male,75-84,,,0,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,0,,0,0,
1,District of Columbia,Female,50-64,,,0,0,
1,District of Columbia,Female,65-74,0,,0,0,
1,District of Columbia,Female,75-84,,,0,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,,0,0,0,
1,District of Columbia,Male,40-49,0,0,0,0,0
1,District of Columbia,Male,50-64,,,0,0,
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,,,0,
1,District of Columbia,Female,40-49,0,0,0,0,0
1,District of Columbia,Female,50-64,,,0,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,,,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,0,0,0,0
1,District of Columbia,Male,40-49,0,,0,0,
1,District of Columbia,Male,50-64,,,,0,
1,District of Columbia,Male,65-74,0,,0,0,
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,,0,0,
1,District of Columbia,Female,40-49,0,0,0,0,0
1,District of Columbia,Female,50-64,0,,0,0,
1,District of Columbia,Female,65-74,0,,0,0,
1,District of Columbia,Female,75-84,,,,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,,0,0,
1,District of Columbia,Male,40-49,,,,0,
1,District of Columbia,Male,50-64,0,,0,0,
1,District of Columbia,Male,65-74,,,,0,
1,District of Columbia,Male,75-84,,,0,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,,0,0,
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,0,0,0,0,0
1,District of Columbia,Female,50-64,0,,0,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,0,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,0,0,0,0
1,District of Columbia,Male,40-49,,,0,0,
1,District of Columbia,Male,50-64,0,,0,0,
1,District of Columbia,Male,65-74,,,0,0,
1,District of Columbia,Male,75-84,,,0,0,
1,District of Columbia,Female,0-17,0,,0,0,
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,0,0,0,0,0
1,District of Columbia,Female,50-64,0,,0,0,
1,District of Columbia,Female,65-74,0,,0,0,
1,District of Columbia,Female,75-84,0,,0,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,0,0,0,0
1,District of Columbia,Male,40-49,0,,0,0,
1,District of Columbia,Male,50-64,0,,0,0,
1,District of Columbia,Male,65-74,0,,0,,
1,District of Columbia,Male,75-84,0,,0,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,,,,0,
1,District of Columbia,Female,40-49,0,,0,0,
1,District of Columbia,Female,50-64,0,,0,0,
1,District of Columbia,Female,65-74,0,,0,0,
1,District of Columbia,Female,75-84,0,,0,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,0,0,0,0
1,District of Columbia,Male,40-49,0,,0,0,
1,District of Columbia,Male,50-64,0,,0,0,
1,District of Columbia,Male,65-74,0,,0,0,
1,District of Columbia,Male,75-84,0,,0,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,0,,0,0,
1,District of Columbia,Female,50-64,0,,0,0,
1,District of Columbia,Female,65-74,0,,0,0,
1,District of Columbia,Female,75-84,0,,0,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,,0,0,
1,District of Columbia,Male,30-39,0,0,0,0,0
1,District of Columbia,Male,40-49,,,,0,
1,District of Columbia,Male,50-64,0,,0,0,
1,District of Columbia,Male,65-74,0,,0,0,
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,,0,0,
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,0,0,0,0,0
1,District of Columbia,Female,50-64,0,,0,0,
1,District of Columbia,Female,65-74,,,,0,
1,District of Columbia,Female,75-84,,,0,0,
1,District of Columbia,Male,0-17,0,0,0,0,0
1,District of Columbia,Male,18-29,0,0,0,0,0
1,District of Columbia,Male,30-39,0,0,0,0,0
1,District of Columbia,Male,40-49,0,0,0,0,0
1,District of Columbia,Male,50-64,0,0,0,0,0
1,District of Columbia,Male,65-74,0,,0,0,
1,District of Columbia,Male,75-84,,,,0,
1,District of Columbia,Female,0-17,0,0,0,0,0
1,District of Columbia,Female,18-29,0,0,0,0,0
1,District of Columbia,Female,30-39,0,0,0,0,0
1,District of Columbia,Female,40-49,0,,0,0,
1,District of Columbia,Female,50-64,0,0,0,0,0
1,District of Columbia,Female,65-74,0,0,0,0,0
1,District of Columbia,Female,75-84,0,,0,0,
1,Florida,Male,0-17,0,,0,,
1,Florida,Male,18-29,0,,0,,
1,Florida,Male,30-39,0,,0,,11
1,Florida,Male,40-49,0,13,0,,21
1,Florida,Male,50-64,0,83,0,19,102
1,Florida,Male,65-74,0,147,0,15,162
1,Florida,Male,75-84,0,174,0,15,189
1,Florida,Female,0-17,0,,0,,
1,Florida,Female,18-29,0,,0,0,
1,Florida,Female,30-39,0,,0,,13
1,Florida,Female,40-49,0,18,0,,26
1,Florida,Female,50-64,0,63,0,15,78
1,Florida,Female,65-74,0,109,0,14,123
1,Florida,Female,75-84,0,136,0,13,149
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,0,,0,,
1,Florida,Male,30-39,0,,0,,12
1,Florida,Male,40-49,0,13,0,,19
1,Florida,Male,50-64,0,79,0,17,96
1,Florida,Male,65-74,0,161,0,15,176
1,Florida,Male,75-84,0,189,0,18,207
1,Florida,Female,0-17,0,,0,,
1,Florida,Female,18-29,0,,0,,
1,Florida,Female,30-39,0,,0,,
1,Florida,Female,40-49,0,,0,,12
1,Florida,Female,50-64,0,75,0,14,89
1,Florida,Female,65-74,0,107,0,13,120
1,Florida,Female,75-84,0,142,0,18,160
1,Florida,Male,0-17,0,,0,,
1,Florida,Male,18-29,,,0,0,
1,Florida,Male,30-39,,10,0,,14
1,Florida,Male,40-49,,30,,,34
1,Florida,Male,50-64,17,134,12,17,155
1,Florida,Male,65-74,34,198,14,10,228
1,Florida,Male,75-84,36,270,19,10,297
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,0,,0,0,
1,Florida,Female,30-39,0,,0,,12
1,Florida,Female,40-49,,20,,,25
1,Florida,Female,50-64,,83,,,95
1,Florida,Female,65-74,17,117,11,13,136
1,Florida,Female,75-84,23,191,13,,209
1,Florida,Male,0-17,0,,0,,
1,Florida,Male,18-29,,,,,
1,Florida,Male,30-39,,12,,,16
1,Florida,Male,40-49,34,34,20,,49
1,Florida,Male,50-64,121,172,67,,228
1,Florida,Male,65-74,184,250,100,,338
1,Florida,Male,75-84,235,333,124,,448
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,0,,0,0,
1,Florida,Female,30-39,,13,,,17
1,Florida,Female,40-49,11,20,,,26
1,Florida,Female,50-64,50,108,27,,132
1,Florida,Female,65-74,114,175,70,,225
1,Florida,Female,75-84,158,231,83,,309
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,0,,0,0,
1,Florida,Male,30-39,,13,,0,14
1,Florida,Male,40-49,23,23,10,0,36
1,Florida,Male,50-64,76,140,44,,174
1,Florida,Male,65-74,131,214,68,,281
1,Florida,Male,75-84,184,272,101,0,355
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,,12,,0,12
1,Florida,Female,40-49,,15,,0,16
1,Florida,Female,50-64,40,72,21,,92
1,Florida,Female,65-74,87,129,42,,176
1,Florida,Female,75-84,134,171,66,,241
1,Florida,Male,0-17,,,0,0,
1,Florida,Male,18-29,,,,0,10
1,Florida,Male,30-39,,12,,0,17
1,Florida,Male,40-49,21,25,10,0,36
1,Florida,Male,50-64,97,141,52,0,186
1,Florida,Male,65-74,131,199,79,0,251
1,Florida,Male,75-84,141,240,71,0,310
1,Florida,Female,0-17,,,,0,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,,10,,0,12
1,Florida,Female,40-49,11,,,0,14
1,Florida,Female,50-64,45,86,29,0,102
1,Florida,Female,65-74,75,130,38,0,167
1,Florida,Female,75-84,125,169,56,0,238
1,Florida,Male,0-17,,,,0,
1,Florida,Male,18-29,16,17,,0,25
1,Florida,Male,30-39,40,23,16,0,47
1,Florida,Male,40-49,101,72,58,0,115
1,Florida,Male,50-64,466,311,226,0,551
1,Florida,Male,65-74,615,444,310,,750
1,Florida,Male,75-84,790,587,426,,953
1,Florida,Female,0-17,,,,0,
1,Florida,Female,18-29,,,,,
1,Florida,Female,30-39,22,14,,0,28
1,Florida,Female,40-49,56,38,26,0,68
1,Florida,Female,50-64,265,202,131,0,336
1,Florida,Female,65-74,414,302,211,0,505
1,Florida,Female,75-84,671,460,347,,785
1,Florida,Male,0-17,,0,0,0,
1,Florida,Male,18-29,10,,,0,14
1,Florida,Male,30-39,19,15,,0,25
1,Florida,Male,40-49,86,66,54,0,98
1,Florida,Male,50-64,463,374,288,0,549
1,Florida,Male,65-74,682,594,447,0,829
1,Florida,Male,75-84,815,636,489,,963
1,Florida,Female,0-17,,0,0,0,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,15,14,,0,20
1,Florida,Female,40-49,44,38,25,0,57
1,Florida,Female,50-64,234,203,136,,301
1,Florida,Female,65-74,405,327,240,0,492
1,Florida,Female,75-84,579,444,338,,686
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,,,,0,11
1,Florida,Male,30-39,14,23,11,0,26
1,Florida,Male,40-49,36,32,23,0,45
1,Florida,Male,50-64,202,226,133,,296
1,Florida,Male,65-74,287,322,186,,424
1,Florida,Male,75-84,350,338,196,,492
1,Florida,Female,0-17,,0,0,0,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,,,,,12
1,Florida,Female,40-49,23,31,20,0,34
1,Florida,Female,50-64,99,131,58,0,172
1,Florida,Female,65-74,180,203,108,0,275
1,Florida,Female,75-84,229,269,137,0,361
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,,15,,0,18
1,Florida,Male,40-49,25,25,12,0,38
1,Florida,Male,50-64,130,155,70,,216
1,Florida,Male,65-74,194,249,121,0,322
1,Florida,Male,75-84,270,332,182,0,420
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,,,0,0,
1,Florida,Female,30-39,,10,,0,15
1,Florida,Female,40-49,12,21,,0,28
1,Florida,Female,50-64,77,115,41,0,151
1,Florida,Female,65-74,124,157,76,0,205
1,Florida,Female,75-84,175,220,99,0,296
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,,15,,0,19
1,Florida,Male,40-49,26,24,13,0,37
1,Florida,Male,50-64,159,190,99,0,250
1,Florida,Male,65-74,274,309,190,,393
1,Florida,Male,75-84,376,428,262,,544
1,Florida,Female,0-17,0,,0,0,
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,,,,0,
1,Florida,Female,40-49,,17,,0,19
1,Florida,Female,50-64,72,110,47,0,135
1,Florida,Female,65-74,120,167,80,,207
1,Florida,Female,75-84,233,268,151,,351
1,Florida,Male,0-17,0,0,0,0,0
1,Florida,Male,18-29,,,,0,
1,Florida,Male,30-39,12,11,,0,16
1,Florida,Male,40-49,45,44,27,,63
1,Florida,Male,50-64,254,253,169,0,338
1,Florida,Male,65-74,432,444,308,,568
1,Florida,Male,75-84,583,583,412,,758
1,Florida,Female,0-17,0,0,0,0,0
1,Florida,Female,18-29,,,,0,
1,Florida,Female,30-39,17,14,,0,22
1,Florida,Female,40-49,34,43,24,0,53
1,Florida,Female,50-64,155,173,97,,231
1,Florida,Female,65-74,238,249,151,,338
1,Florida,Female,75-84,403,389,254,,539
1,Florida,Male,0-17,0,,0,0,
1,Florida,Male,18-29,,,,0,11
1,Florida,Male,30-39,26,26,19,0,33
1,Florida,Male,40-49,67,58,45,0,80
1,Florida,Male,50-64,345,338,243,,442
1,Florida,Male,65-74,720,644,503,,861
1,Florida,Male,75-84,974,872,669,,1178
1,Florida,Female,0-17,,0,0,0,
1,Florida,Female,18-29,,,,0,10
1,Florida,Female,30-39,20,13,,0,24
1,Florida,Female,40-49,35,28,19,0,44
1,Florida,Female,50-64,242,214,158,,300
1,Florida,Female,65-74,446,405,301,0,550
1,Florida,Female,75-84,659,620,449,,831
1,Florida,Male,0-17,,,,0,
